,Unnamed: 0,[Service ID],[WSDL Address],[Service Provider],[IP Address],[Country],[IP No.],[AS],[Latitude],[Longitude]
3527,3527,3527,http://www.accessclarkcounty.com/_vti_bin/Authentication.asmx?wsdl,125,2373,1,2,1283,38.0,-97.0
3528,3528,3528,http://www.ameristarmeats.com/_vti_bin/Authentication.asmx?wsdl,1160,1004,1,2,287,33.3062,-111.8413
3529,3529,3529,http://www.ameristarmeats.com/_vti_bin/People.asmx?wsdl,1160,1004,1,2,287,33.3062,-111.8413
3530,3530,3530,http://www.aspiringathletes.org/_vti_bin/BusinessDataCatalog.asmx?wsdl,1525,1941,1,2,12,25.0833,-77.35
3531,3531,3531,http://www.aspiringathletes.org/_vti_bin/People.asmx?wsdl,1525,1941,1,2,12,25.0833,-77.35
3532,3532,3532,http://www.aspiringathletes.org/_vti_bin/Authentication.asmx?wsdl,1525,1941,1,2,12,25.0833,-77.35
3533,3533,3533,http://erp.ccsd.net/_vti_bin/BusinessDataCatalog.asmx?wsdl,434,2036,1,1,920,36.175,-115.1372
3534,3534,3534,http://erp.ccsd.net/_vti_bin/People.asmx?wsdl,434,2036,1,1,920,36.175,-115.1372
3535,3535,3535,http://erp.ccsd.net/_vti_bin/Authentication.asmx?wsdl,434,2036,1,1,920,36.175,-115.1372
3536,3536,3536,http://sharepointusergroup.corasworks.net/_vti_bin/Authentication.asmx?wsdl,1124,1401,1,0,592,39.1157,-77.5636
3537,3537,3537,http://central.corasworks.net/_vti_bin/Lists.asmx?wsdl,1124,1401,1,0,592,39.1157,-77.5636
3538,3538,3538,http://sharepointusergroup.corasworks.net/_vti_bin/People.asmx?wsdl,1124,1401,1,0,592,39.1157,-77.5636
3539,3539,3539,http://www.dellfinancialservices.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,1149,2140,1,1,1076,30.6568,-97.6026
3540,3540,3540,http://www.dellfinancialservices.com/_vti_bin/SharepointEmailWS.asmx?wsdl,1149,2428,1,1,1076,30.5083,-97.6789
3541,3541,3541,http://www.dellfinancialservices.com/_vti_bin/Authentication.asmx?wsdl,1149,2140,1,1,1076,30.6568,-97.6026
3542,3542,3542,http://www.dellfinancialservices.com/_vti_bin/People.asmx?wsdl,1149,2428,1,1,1076,30.5083,-97.6789
3543,3543,3543,http://hs.eastnoble.net/_vti_bin/BusinessDataCatalog.asmx?wsdl,630,586,1,5,385,,
3544,3544,3544,http://hs.eastnoble.net/_vti_bin/SharepointEmailWS.asmx?wsdl,630,586,1,5,385,,
3545,3545,3545,http://hs.eastnoble.net/_vti_bin/People.asmx?wsdl,630,586,1,5,385,,
3546,3546,3546,http://hs.eastnoble.net/_vti_bin/Authentication.asmx?wsdl,630,586,1,5,385,,
3547,3547,3547,http://service.ecocoma.com/email/validate.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3548,3548,3548,http://service.ecocoma.com/email/pop3.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3549,3549,3549,http://service.ecocoma.com/domain/ip.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3550,3550,3550,http://service.ecocoma.com/geo/distance.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3551,3551,3551,http://service.ecocoma.com/shipping/fedex.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3552,3552,3552,http://service.ecocoma.com/marketing/yahoo.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3553,3553,3553,http://service.ecocoma.com/marketing/google.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3554,3554,3554,http://service.ecocoma.com/marketing/live.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3555,3555,3555,http://service.ecocoma.com/geo/ipcountry.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3556,3556,3556,http://service.ecocoma.com/shipping/ups.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3557,3557,3557,http://service.ecocoma.com/shipping/usps.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3558,3558,3558,http://service.ecocoma.com/domain/whois.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3559,3559,3559,http://service.ecocoma.com/convert/chinese.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3560,3560,3560,http://service.ecocoma.com/geo/zipcity.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3561,3561,3561,http://service.ecocoma.com/convert/unicode.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3562,3562,3562,http://service.ecocoma.com/convert/unixtimestamp.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3563,3563,3563,http://service.ecocoma.com/domain/host.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3564,3564,3564,http://service.ecocoma.com/convert/csharp.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3565,3565,3565,http://service.ecocoma.com/rss/news.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3566,3566,3566,http://service.ecocoma.com/rss/custom.asmx?WSDL,701,1162,1,2,1598,34.9645,-78.7417
3567,3567,3567,http://blogs.edork.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,1196,699,1,0,1531,37.7697,-122.3933
3568,3568,3568,http://blogs.edork.com/_vti_bin/Authentication.asmx?wsdl,1196,699,1,0,1531,37.7697,-122.3933
3569,3569,3569,http://blogs.edork.com/_vti_bin/People.asmx?wsdl,1196,699,1,0,1531,37.7697,-122.3933
3570,3570,3570,http://www.epicor.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,2653,1637,1,1,1572,33.6695,-117.8231
3571,3571,3571,http://www.epicor.com/_vti_bin/WebPartPages.asmx?wsdl,2653,1637,1,1,1572,33.6695,-117.8231
3572,3572,3572,http://www.epicor.com/_vti_bin/People.asmx?wsdl,2653,1637,1,1,1572,33.6695,-117.8231
3573,3573,3573,http://www.epicor.com/_vti_bin/Authentication.asmx?wsdl,2653,1637,1,1,1572,33.6695,-117.8231
3574,3574,3574,http://moss.exiis.net/_vti_bin/BusinessDataCatalog.asmx?wsdl,2451,973,1,0,546,43.7922,-116.3878
3575,3575,3575,http://moss.exiis.net/_vti_bin/SharepointEmailWS.asmx?wsdl,2451,973,1,0,546,43.7922,-116.3878
3576,3576,3576,http://moss.exiis.net/_vti_bin/Authentication.asmx?wsdl,2451,973,1,0,546,43.7922,-116.3878
3577,3577,3577,http://moss.exiis.net/_vti_bin/People.asmx?wsdl,2451,973,1,0,546,43.7922,-116.3878
3578,3578,3578,http://www.glu.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,2505,1517,1,0,592,37.555,-122.2687
3579,3579,3579,http://www.glu.com/_vti_bin/People.asmx?wsdl,2505,1517,1,0,592,37.555,-122.2687
3580,3580,3580,http://www.glu.com/_vti_bin/Authentication.asmx?wsdl,2505,1517,1,0,592,37.555,-122.2687
3581,3581,3581,http://wondersoftheworld.idvsolutions.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,2353,583,1,0,1374,29.4889,-98.3987
3582,3582,3582,http://esearch.idvsolutions.com/_vti_bin/People.asmx?wsdl,2353,583,1,0,1374,29.4889,-98.3987
3583,3583,3583,http://esearch.idvsolutions.com/_vti_bin/Authentication.asmx?wsdl,2353,583,1,0,1374,29.4889,-98.3987
3584,3584,3584,http://www.iu5.org/_vti_bin/SharepointEmailWS.asmx?wsdl,304,231,1,0,283,41.8742,-80.1317
3585,3585,3585,http://www.iu5.org/_vti_bin/BusinessDataCatalog.asmx?wsdl,304,231,1,0,283,41.8742,-80.1317
3586,3586,3586,http://www.iu5.org/_vti_bin/Authentication.asmx?wsdl,304,231,1,0,283,41.8742,-80.1317
3587,3587,3587,http://www.iu5.org/_vti_bin/People.asmx?wsdl,304,231,1,0,283,41.8742,-80.1317
3588,3588,3588,http://inst.jalc.edu/_vti_bin/BusinessDataCatalog.asmx?wsdl,711,653,1,5,419,,
3589,3589,3589,http://inst.jalc.edu/_vti_bin/People.asmx?wsdl,711,653,1,5,419,,
3590,3590,3590,http://inst.jalc.edu/_vti_bin/Authentication.asmx?wsdl,711,653,1,5,419,,
3591,3591,3591,http://www.kroger.com/_vti_bin/UserProfileService.asmx?wsdl,1698,609,31,1,652,39.1732,-84.6584
3592,3592,3592,http://www.kroger.com/_vti_bin/SharepointEmailWS.asmx?wsdl,1698,609,31,1,652,39.1732,-84.6584
3593,3593,3593,http://www.kroger.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,1698,609,53,1,652,39.1732,-84.6584
3594,3594,3594,http://www.kroger.com/_vti_bin/People.asmx?wsdl,1698,609,31,1,652,39.1732,-84.6584
3595,3595,3595,http://www.kroger.com/_vti_bin/Authentication.asmx?wsdl,1698,609,53,1,652,39.1732,-84.6584
3596,3596,3596,http://search.masc.sc/_vti_bin/People.asmx?wsdl,1587,2156,1,0,431,34.0007,-81.0348
3597,3597,3597,http://search.masc.sc/_vti_bin/Authentication.asmx?wsdl,1587,2156,1,0,431,34.0007,-81.0348
3598,3598,3598,http://www.microlinkllc.com/_vti_bin/UserProfileService.asmx?wsdl,523,1132,1,0,319,29.8301,-95.4739
3599,3599,3599,http://www.microlinkllc.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,523,1132,1,0,319,29.8301,-95.4739
3600,3600,3600,http://www.microlinkllc.com/_vti_bin/SharepointEmailWS.asmx?wsdl,523,1132,1,0,319,29.8301,-95.4739
3601,3601,3601,http://www.microlinkllc.com/_vti_bin/Authentication.asmx?wsdl,523,1132,1,0,319,29.8301,-95.4739
3602,3602,3602,http://www.microlinkllc.com/_vti_bin/People.asmx?wsdl,523,1132,1,0,319,29.8301,-95.4739
3603,3603,3603,http://admincompanion.mindsharp.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,1193,277,1,1,135,44.98,-93.2638
3604,3604,3604,http://admincompanion.mindsharp.com/_vti_bin/UserProfileService.asmx?wsdl,1193,277,1,1,135,44.98,-93.2638
3605,3605,3605,http://admincompanion.mindsharp.com/_vti_bin/People.asmx?wsdl,1193,277,1,1,135,44.98,-93.2638
3606,3606,3606,http://admincompanion.mindsharp.com/_vti_bin/Authentication.asmx?wsdl,1193,277,1,1,135,44.98,-93.2638
3607,3607,3607,http://mssharepointconference.com/_vti_bin/People.asmx?wsdl,2237,1385,1,0,912,39.569,-104.8582
3608,3608,3608,http://search.okc.gov/_vti_bin/BusinessDataCatalog.asmx?wsdl,1126,2070,1,2,1316,36.1156,-97.0584
3609,3609,3609,http://search.okc.gov/_vti_bin/People.asmx?wsdl,1126,2070,1,2,1316,36.1156,-97.0584
3610,3610,3610,http://search.okc.gov/_vti_bin/Authentication.asmx?wsdl,1126,2070,1,2,1316,36.1156,-97.0584
3611,3611,3611,http://pinalcountyaz.gov/_vti_bin/SharepointEmailWS.asmx?wsdl,1023,984,1,0,546,33.0314,-111.3873
3612,3612,3612,http://pinalcountyaz.gov/Departments/AirQuality/_vti_bin/BusinessDataCatalog.asmx?wsdl,1023,984,1,0,546,33.0314,-111.3873
3613,3613,3613,http://pinalcountyaz.gov/Departments/AirQuality/_vti_bin/Authentication.asmx?wsdl,1023,984,1,0,546,33.0314,-111.3873
3614,3614,3614,http://pinalcountyaz.gov/Departments/AirQuality/_vti_bin/People.asmx?wsdl,1023,984,1,0,546,33.0314,-111.3873
3615,3615,3615,http://www.projectserverexperts.com/_vti_bin/SharepointEmailWS.asmx?wsdl,880,2142,1,0,458,40.7143,-74.006
3616,3616,3616,http://www.projectserverexperts.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,880,2142,1,0,458,40.7143,-74.006
3617,3617,3617,http://www.projectserverexperts.com/_vti_bin/People.asmx?wsdl,880,2142,1,0,458,40.7143,-74.006
3618,3618,3618,http://www.projectserverexperts.com/_vti_bin/Authentication.asmx?wsdl,880,2142,1,0,458,40.7143,-74.006
3619,3619,3619,http://www.qlogic.com/_vti_bin/SharepointEmailWS.asmx?wsdl,1003,2284,1,2,1,33.6695,-117.8231
3620,3620,3620,http://www.qlogic.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,1003,2284,1,2,1,33.6695,-117.8231
3621,3621,3621,http://www.qlogic.com/_vti_bin/Authentication.asmx?wsdl,1003,2284,1,2,1,33.6695,-117.8231
3622,3622,3622,http://www.qlogic.com/_vti_bin/People.asmx?wsdl,1003,2284,1,2,1,33.6695,-117.8231
3623,3623,3623,http://kuhn.scripps.edu/_vti_bin/BusinessDataCatalog.asmx?wsdl,189,1632,1,1,1465,32.8667,-117.2481
3624,3624,3624,http://kuhn.scripps.edu/_vti_bin/People.asmx?wsdl,189,1632,1,1,1465,32.8667,-117.2481
3625,3625,3625,http://kuhn.scripps.edu/_vti_bin/Authentication.asmx?wsdl,189,1632,1,1,1465,32.8667,-117.2481
3626,3626,3626,http://www.sharepointusergroup.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,2632,1401,1,0,592,39.1157,-77.5636
3627,3627,3627,http://www.sharepointusergroup.com/_vti_bin/Authentication.asmx?wsdl,2632,1401,1,0,592,39.1157,-77.5636
3628,3628,3628,http://www.sharepointusergroup.com/_vti_bin/People.asmx?wsdl,2632,1401,1,0,592,39.1157,-77.5636
3629,3629,3629,http://www.sharepointusergroup.org/_vti_bin/BusinessDataCatalog.asmx?wsdl,2642,1401,1,0,592,39.1157,-77.5636
3630,3630,3630,http://www.sharepointusergroup.org/_vti_bin/People.asmx?wsdl,2642,1401,1,0,592,39.1157,-77.5636
3631,3631,3631,http://www.sharepointusergroup.org/_vti_bin/Authentication.asmx?wsdl,2642,1401,1,0,592,39.1157,-77.5636
3632,3632,3632,http://www.water.siemens.com/en/Product_Lines/Control_Systems/_vti_bin/BusinessDataCatalog.asmx?wsdl,1751,2400,1,2,218,51.0,9.0
3633,3633,3633,http://www.water.siemens.com/en/Product_Lines/Control_Systems/_vti_bin/SharepointEmailWS.asmx?wsdl,1751,2400,1,2,218,51.0,9.0
3634,3634,3634,http://www.water.siemens.com/en/Product_Lines/Control_Systems/_vti_bin/People.asmx?wsdl,1751,2400,1,2,218,51.0,9.0
3635,3635,3635,http://www.water.siemens.com/en/Product_Lines/Control_Systems/_vti_bin/Authentication.asmx?wsdl,1751,2400,1,2,218,51.0,9.0
3636,3636,3636,http://www.smithsfoodanddrug.com/_vti_bin/SharepointEmailWS.asmx?wsdl,2106,609,31,1,652,39.1732,-84.6584
3637,3637,3637,http://www.smithsfoodanddrug.com/_vti_bin/UserProfileService.asmx?wsdl,2106,609,31,1,652,39.1732,-84.6584
3638,3638,3638,http://www.smithsfoodanddrug.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,2106,609,53,1,652,39.1732,-84.6584
3639,3639,3639,http://www.smithsfoodanddrug.com/_vti_bin/People.asmx?wsdl,2106,609,53,1,652,39.1732,-84.6584
3640,3640,3640,http://www.smithsfoodanddrug.com/_vti_bin/Authentication.asmx?wsdl,2106,609,31,1,652,39.1732,-84.6584
3641,3641,3641,http://reserve.studentambassadors.org/_vti_bin/People.asmx?wsdl,2342,2272,1,0,606,38.0,-97.0
3642,3642,3642,http://reserve.studentambassadors.org/_vti_bin/Authentication.asmx?wsdl,2342,2272,1,0,606,38.0,-97.0
3643,3643,3643,http://www.sunshineconnections.org/_vti_bin/People.asmx?wsdl,2,2521,1,1,173,30.4494,-84.2909
3644,3644,3644,http://www.sunshineconnections.org/_vti_bin/Authentication.asmx?wsdl,2,2521,1,1,173,30.4494,-84.2909
3645,3645,3645,http://www.susqtech.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,199,2500,1,2,592,38.0,-97.0
3646,3646,3646,http://www.susqtech.com/_vti_bin/People.asmx?wsdl,199,2500,1,2,592,38.0,-97.0
3647,3647,3647,http://www.susqtech.com/_vti_bin/Authentication.asmx?wsdl,199,2500,1,2,592,38.0,-97.0
3648,3648,3648,http://www.taser.com/_vti_bin/SharepointEmailWS.asmx?wsdl,1748,2240,1,1,1014,9.9333,-84.0833
3649,3649,3649,http://www.taser.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,1748,1021,1,1,1014,9.9333,-84.0833
3650,3650,3650,http://www.taser.com/_vti_bin/Authentication.asmx?wsdl,1748,1409,1,1,1014,9.9333,-84.0833
3651,3651,3651,http://www.taser.com/_vti_bin/People.asmx?wsdl,1748,221,1,1,1014,47.0,8.0
3652,3652,3652,http://www.thepalladiumgroup.com/_vti_bin/BusinessDataCatalog.asmx?wsdl,861,48,1,0,1019,40.7143,-74.006
3653,3653,3653,http://www.thepalladiumgroup.com/_vti_bin/Authentication.asmx?wsdl,861,48,1,0,1019,40.7143,-74.006
3654,3654,3654,http://www.thepalladiumgroup.com/_vti_bin/People.asmx?wsdl,861,48,1,0,1019,40.7143,-74.006
3655,3655,3655,http://areas.kenan-flagler.unc.edu/_vti_bin/SharepointEmailWS.asmx?wsdl,1089,1639,1,1,690,36.0525,-79.1077
3656,3656,3656,http://areas.kenan-flagler.unc.edu/_vti_bin/BusinessDataCatalog.asmx?wsdl,1089,1639,1,1,690,36.0525,-79.1077
3657,3657,3657,http://areas.kenan-flagler.unc.edu/_vti_bin/Authentication.asmx?wsdl,1089,1639,1,1,690,36.0525,-79.1077
3658,3658,3658,http://areas.kenan-flagler.unc.edu/_vti_bin/People.asmx?wsdl,1089,1639,1,1,690,36.0525,-79.1077
3659,3659,3659,http://windowshpc.net/_vti_bin/People.asmx?wsdl,2654,1250,1,2,64,47.6051,-122.1134
3660,3660,3660,http://windowshpc.net/_vti_bin/Authentication.asmx?wsdl,2654,1250,1,2,64,47.6051,-122.1134
3661,3661,3661,http://www.highlinedata.com/_vti_bin/People.asmx?wsdl,2524,734,1,2,1171,38.0293,-78.4767
3662,3662,3662,http://www.highlinedata.com/_vti_bin/Authentication.asmx?wsdl,2524,734,1,2,1171,38.0293,-78.4767
3663,3663,3663,http://sharepointdemo.datasprings.com/_vti_bin/SharepointEmailWS.asmx?wsdl,2500,1316,1,0,96,41.1172,-96.0611
3664,3664,3664,http://www.datasprings.com/desktopmodules/stock%20quotes/dataspringsstocksearch.asmx?wsdl,2500,1316,1,0,96,41.1172,-96.0611
3665,3665,3665,http://sharepointdemo.datasprings.com/_vti_bin/Authentication.asmx?wsdl,2500,1316,1,0,96,41.1172,-96.0611
3666,3666,3666,http://sharepointdemo.datasprings.com/_vti_bin/People.asmx?wsdl,2500,1316,1,0,96,41.1172,-96.0611
3667,3667,3667,http://bandgap.cs.rice.edu/_vti_bin/SharepointEmailWS.asmx?wsdl,162,189,1,1,1392,29.7176,-95.4188
3668,3668,3668,http://bandgap.cs.rice.edu/_vti_bin/People.asmx?wsdl,162,189,1,1,1392,29.7176,-95.4188
3669,3669,3669,http://bandgap.cs.rice.edu/_vti_bin/Authentication.asmx?wsdl,162,189,1,1,1392,29.7176,-95.4188
3670,3670,3670,http://www.abegs.org/_vti_bin/SharepointEmailWS.asmx?wsdl,477,551,1,0,295,28.9859,-81.2196
3671,3671,3671,http://www.abegs.org/_vti_bin/Authentication.asmx?wsdl,477,551,1,0,295,28.9859,-81.2196
3672,3672,3672,http://www.abegs.org/_vti_bin/People.asmx?wsdl,477,551,1,0,295,28.9859,-81.2196
3673,3673,3673,http://www.bluedoglimited.com/_vti_bin/People.asmx?wsdl,1154,867,1,0,546,47.6062,-122.3321
3674,3674,3674,http://www.bluedoglimited.com/_vti_bin/Authentication.asmx?wsdl,1154,867,1,0,546,47.6062,-122.3321
3675,3675,3675,http://bluesurftech.com/_vti_bin/Authentication.asmx?wsdl,619,570,1,5,378,,
3676,3676,3676,http://bluesurftech.com/_vti_bin/People.asmx?wsdl,619,570,1,5,378,,
3677,3677,3677,http://blumenthalit.net/blog/_vti_bin/People.asmx?wsdl,2433,414,1,2,1413,34.0355,-118.4298
3678,3678,3678,http://blumenthalit.net/blog/_vti_bin/Authentication.asmx?wsdl,2433,414,1,2,1413,34.0355,-118.4298
3679,3679,3679,http://www.chrishines.com/_vti_bin/Authentication.asmx?wsdl,485,845,1,0,1417,29.4889,-98.3987
3680,3680,3680,http://www.chrishines.com/_vti_bin/People.asmx?wsdl,485,84,1,0,1097,33.0347,-96.8134
3681,3681,3681,http://www.cjvandyk.com/_vti_bin/SharepointEmailWS.asmx?wsdl,2145,2403,1,0,1240,39.8512,-86.2651
3682,3682,3682,http://www.cjvandyk.com/blog/_vti_bin/People.asmx?wsdl,2145,2403,1,0,1240,39.8512,-86.2651
3683,3683,3683,http://www.cjvandyk.com/blog/_vti_bin/Authentication.asmx?wsdl,2145,2403,1,0,1240,39.8512,-86.2651
3684,3684,3684,http://connect.creativelabs.com/_vti_bin/Authentication.asmx?wsdl,2641,1415,1,2,417,38.0,-97.0
3685,3685,3685,http://connect.creativelabs.com/_vti_bin/People.asmx?wsdl,2641,1415,1,2,417,38.0,-97.0
3686,3686,3686,http://www.crsw.com/_vti_bin/Authentication.asmx?wsdl,1896,1293,1,0,1096,33.6119,-111.8906
3687,3687,3687,http://www.crsw.com/_vti_bin/People.asmx?wsdl,1896,1293,1,0,1096,33.6119,-111.8906
3688,3688,3688,http://www.davehunter.co.uk/_vti_bin/Authentication.asmx?wsdl,325,2247,1,0,511,37.7484,-122.4156
3689,3689,3689,http://www.davehunter.co.uk/_vti_bin/People.asmx?wsdl,325,828,1,0,511,37.7484,-122.4156
3690,3690,3690,http://sharepoint.davenportrc.org/_vti_bin/People.asmx?wsdl,2538,185,1,0,1582,33.6119,-111.8906
3691,3691,3691,http://sharepoint.davenportrc.org/_vti_bin/Authentication.asmx?wsdl,2538,185,1,0,1582,33.6119,-111.8906
3692,3692,3692,http://www.davmembersportal.org/_vti_bin/Authentication.asmx?wsdl,938,2354,1,2,1138,39.162,-84.4569
3693,3693,3693,http://www.davmembersportal.org/_vti_bin/People.asmx?wsdl,938,2354,1,2,1138,39.162,-84.4569
3694,3694,3694,http://blogs.cti.depaul.edu/_vti_bin/People.asmx?wsdl,178,260,1,1,1461,41.8776,-87.6272
3695,3695,3695,http://blogs.cti.depaul.edu/_vti_bin/Authentication.asmx?wsdl,178,1506,1,1,1461,41.8776,-87.6272
3696,3696,3696,http://demo.etgroup.net/_vti_bin/People.asmx?wsdl,1494,1456,1,0,1138,33.0198,-96.6989
3697,3697,3697,http://demo.etgroup.net/_vti_bin/Authentication.asmx?wsdl,1494,1456,1,0,1138,33.0198,-96.6989
3698,3698,3698,http://floridaofficegeeks.org/_vti_bin/People.asmx?wsdl,974,847,1,0,1499,29.4889,-98.3987
3699,3699,3699,http://floridaofficegeeks.org/_vti_bin/Authentication.asmx?wsdl,974,847,1,0,1499,29.4889,-98.3987
3700,3700,3700,http://www.foodcandy.com/WebSystemService.asmx?WSDL,1035,1330,1,2,694,38.0,-97.0
3701,3701,3701,http://www.foodcandy.com/WebLicenseService.asmx?WSDL,1035,1330,1,2,694,38.0,-97.0
3702,3702,3702,http://www.foodcandy.com/WebSocialService.asmx?WSDL,1035,1330,1,2,694,38.0,-97.0
3703,3703,3703,http://www.foodcandy.com/WebMadLibService.asmx?WSDL,1035,1330,1,2,694,38.0,-97.0
3704,3704,3704,http://www.foodcandy.com/WebPlaceService.asmx?WSDL,1035,1330,1,2,694,38.0,-97.0
3705,3705,3705,http://www.foodcandy.com/WebMarketingService.asmx?WSDL,1035,1330,1,2,694,38.0,-97.0
3706,3706,3706,http://www.foodcandy.com/WebStoryService.asmx?WSDL,1035,1330,1,2,694,38.0,-97.0
3707,3707,3707,http://www.foodcandy.com/WebEventService.asmx?WSDL,1035,1330,1,2,694,38.0,-97.0
3708,3708,3708,http://www.foodcandy.com/ScriptServices.asmx?WSDL,1035,1330,1,2,694,38.0,-97.0
3709,3709,3709,http://www.graniteschools.org/_vti_bin/searchwsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3710,3710,3710,http://www.graniteschools.org/_vti_bin/UserProfileServicewsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3711,3711,3711,http://www.graniteschools.org/_vti_bin/alertswsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3712,3712,3712,http://www.graniteschools.org/_vti_bin/webpartpageswsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3713,3713,3713,http://www.graniteschools.org/_vti_bin/Permissionswsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3714,3714,3714,http://www.graniteschools.org/_vti_bin/UserGroupwsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3715,3715,3715,http://www.graniteschools.org/_vti_bin/DWSwsdl.aspx,975,872,1,5,576,,
3716,3716,3716,http://www.graniteschools.org/_vti_bin/Viewswsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3717,3717,3717,http://www.graniteschools.org/_vti_bin/Webswsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3718,3718,3718,http://www.graniteschools.org/_vti_bin/Listswsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3719,3719,3719,http://www.graniteschools.org/_vti_bin/versionswsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3720,3720,3720,http://www.graniteschools.org/_vti_bin/DspStswsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3721,3721,3721,http://www.graniteschools.org/_vti_bin/Formswsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3722,3722,3722,http://www.graniteschools.org/_vti_bin/Imagingwsdl.aspx,975,196,1,2,563,40.7649,-111.8434
3723,3723,3723,http://www.tim.hawaii.edu/_vti_bin/SharepointEmailWS.asmx?wsdl,1954,1754,1,1,42,21.3267,-157.8167
3724,3724,3724,http://www.tim.hawaii.edu/_vti_bin/People.asmx?wsdl,1954,1754,1,1,42,21.3267,-157.8167
3725,3725,3725,http://www.tim.hawaii.edu/_vti_bin/Authentication.asmx?wsdl,1954,1754,1,1,42,21.3267,-157.8167
3726,3726,3726,http://ww2.keeneland.com/_vti_bin/People.asmx?wsdl,2456,1202,1,2,286,38.0047,-84.5334
3727,3727,3727,http://ww2.keeneland.com/_vti_bin/Authentication.asmx?wsdl,2456,1202,1,2,286,38.0047,-84.5334
3728,3728,3728,http://www.novelthinkers.com/_vti_bin/SharepointEmailWS.asmx?wsdl,26,7,1,1,604,41.8825,-87.6441
3729,3729,3729,http://www.novelthinkers.com/_vti_bin/Authentication.asmx?wsdl,26,7,1,1,604,41.8825,-87.6441
3730,3730,3730,http://www.novelthinkers.com/_vti_bin/People.asmx?wsdl,26,7,1,1,604,41.8825,-87.6441
3731,3731,3731,http://www.officegeeks.org/_vti_bin/SharepointEmailWS.asmx?wsdl,1530,1796,1,2,389,43.6392,-79.4058
3732,3732,3732,http://www.officegeeks.org/_vti_bin/Authentication.asmx?wsdl,1530,1796,1,2,389,43.6392,-79.4058
3733,3733,3733,http://www.officegeeks.org/_vti_bin/People.asmx?wsdl,1530,1796,1,2,389,43.6392,-79.4058
3734,3734,3734,http://tdreller.officeisp.net/_vti_bin/People.asmx?wsdl,1564,1407,1,5,907,,
3735,3735,3735,http://tdreller.officeisp.net/_vti_bin/Authentication.asmx?wsdl,1564,1407,1,5,907,,
3736,3736,3736,http://lists.opcfoundation.org/TomsBlog/_vti_bin/People.asmx?wsdl,631,980,1,2,139,46.6731,-100.6271
3737,3737,3737,http://lists.opcfoundation.org/TomsBlog/_vti_bin/Authentication.asmx?wsdl,631,980,1,2,139,46.6731,-100.6271
3738,3738,3738,http://philwicklund.com/_vti_bin/People.asmx?wsdl,2311,546,1,0,135,44.98,-93.2638
3739,3739,3739,http://philwicklund.com/_vti_bin/Authentication.asmx?wsdl,2311,546,1,0,135,44.98,-93.2638
3740,3740,3740,http://www.pptspaces.com/_vti_bin/People.asmx?wsdl,1668,579,1,2,95,38.4981,-90.46
3741,3741,3741,http://www.pptspaces.com/_vti_bin/Authentication.asmx?wsdl,1668,579,1,2,95,38.4981,-90.46
